Title,Website,Country,Description,Data
CHECKS FOR RELEASE 7.26.21 PURCHASING.xlsx         07-Jan-2023 08:52              297758
CHECKS FOR RELEASE 7.5.21 8AM.xlsx                 07-Jan-2023 09:28              964206
CHECKS FOR RELEASE 7.6.21 8AM.xlsx                 07-Jan-2023 09:04              183565
CHECKS FOR RELEASE 7.8.21 8AM.xlsx                 07-Jan-2023 08:51              421409
CHECKS FOR RELEASE 8.16.21 8AM.xlsx                07-Jan-2023 08:54             1966035
CHECKS FOR RELEASE 8.17.21 905AM.xlsx              07-Jan-2023 09:28             1967044
CHECKS FOR RELEASE 8.19.21 8am addtl MARITA.xlsx   07-Jan-2023 08:54             1049350
CHECKS FOR RELEASE 8.19.21 8am.xlsx                07-Jan-2023 08:51             1049427
CHECKS FOR RELEASE 8.2.21 8AM.xlsx                 07-Jan-2023 09:05             1676343
CHECKS FOR RELEASE 8.27.21 1045AM.xlsx             07-Jan-2023 08:53             2032857
CHECKS FOR RELEASE 8.31.21 8AM.xlsx                07-Jan-2023 08:55             1488747
CHECKS FOR RELEASE 8.4.21 120PM.xlsx               07-Jan-2023 09:05             1508598
CHECKS FOR RELEASE 8.6.21 342PM.xlsx               07-Jan-2023 08:51             2134765
CHECKS FOR RELEASE 8.6.21 8AM.xlsx                 07-Jan-2023 08:52             1131636
CHECKS FOR RELEASE 8.9.21 8AM.xlsx                 07-Jan-2023 09:31             1464755
CHECKS FOR RELEASE 9.1.21 820AM.xlsx               07-Jan-2023 08:53             1525757
CHECKS FOR RELEASE 9.15.21 113PM.xlsx              07-Jan-2023 09:05             2236634
CHECKS FOR RELEASE 9.16.21.xlsx                    07-Jan-2023 08:57             1072792
CHECKS FOR RELEASE 9.2.21 330PM.xlsx               07-Jan-2023 09:04             1407213
CHECKS FOR RELEASE 9.20.21 AS OF 9.45AM.xlsx       07-Jan-2023 09:27              945177
CHECKS FOR RELEASE 9.20.21.xlsx                    07-Jan-2023 09:30              901449
CHECKS FOR RELEASE 9.3.21 8AM.xlsx                 07-Jan-2023 09:28              986713
CHERRISH F. RED.xlsx                               07-Jan-2023 09:04               16182
CHK 050620 2306.2307 SPACE APRIL 2016 TRAV.pdf     07-Jan-2023 08:54              408309
CHKBOOKLET INVENTORY2012.xls                       07-Jan-2023 09:30               40448
CIAC INV.08639.pdf                                 07-Jan-2023 08:54               67221
CIAC LATE PAYMENT.pdf                              07-Jan-2023 08:52              183314
CIG ALL LOC.xlsx                                   07-Jan-2023 08:58              606986
CIGAR WITH SINTAX AND VAT.xlsx                     07-Jan-2023 09:29              158580
CIGARETTES COS 2022.xlsx                           07-Jan-2023 08:52               81845
CIGARETTES.xlsx                                    07-Jan-2023 08:58              334765
CITIBANK VISA Nov 19.xlsx                          07-Jan-2023 09:29               85197
CITIBANK.TES.xls                                   07-Jan-2023 08:55               28672
CLARK ARRIVAL 114.xlsx                             07-Jan-2023 08:57               15496
CLARK CERT.docx                                    07-Jan-2023 09:27               12129
CLARK CPF JULY 2016.FOLLOW UP ORIG INOVICE.pdf     07-Jan-2023 09:06              132540
CLARK DECEMBER 31 2019 YEAR END P.C..xlsx          07-Jan-2023 09:31               17178
CLARK FW 118.xlsx                                  07-Jan-2023 09:30               18083
CLARK INTL DEPARTURE.xlsx                          07-Jan-2023 08:57               13641
CLARK PRE DEP 115.txt.xlsx                         07-Jan-2023 08:52               17087
CLARK PRE-DEPARTURE 115.xlsx                       07-Jan-2023 08:53               55574
CLARK RELEASED DV FROM 1.1.16 TO 9.5.16 REQUEST..> 07-Jan-2023 09:31              793600
CLOSING.xls                                        07-Jan-2023 08:56               24576
CLOTHING ALLOWANCE 2014 DV14-117535.odt            07-Jan-2023 09:05               16333
CLOTHING ALLOWANCE 2015 DV15-127353 MANAGERS.odt   07-Jan-2023 09:30               16445
CLOTHING ALLOWANCE.11 DV11-084897.odt              07-Jan-2023 09:29               15210
CM Jan5 2017.xls                                   07-Jan-2023 09:29              494592
CM.xlsx                                            07-Jan-2023 09:30              194005
CMHK OR#01901707993 DTD JAN 31. 2020 XEROX COPY..> 07-Jan-2023 09:06              183790
CMHK-13865.xlsx                                    07-Jan-2023 09:04               15631
CMHK-13869.xlsx                                    07-Jan-2023 08:52               18011
CMHK-13898.xlsx                                    07-Jan-2023 08:54               16721
CMHK-13900.xlsx                                    07-Jan-2023 08:54               18084
CMHK-13906.xlsx                                    07-Jan-2023 09:30               16887
CMHK-13911.xlsx                                    07-Jan-2023 09:05               14456
CMHK-13922.xlsx                                    07-Jan-2023 08:57               16475
CMHK-14934.xlsx                                    07-Jan-2023 08:56               14107
CMHK-14936.xlsx                                    07-Jan-2023 09:11               13908
CMHK-14940.xlsx                                    07-Jan-2023 08:57               13795
CMHK-14944.xlsx                                    07-Jan-2023 09:30               13724
CMHK-APV10520.xlsx                                 07-Jan-2023 08:55               15116
CMHK-APV10524.xlsx                                 07-Jan-2023 09:29               13872
CMHK-APV10527.xlsx                                 07-Jan-2023 08:54               14074
CMHK-APV12696.xlsx                                 07-Jan-2023 08:51               18600
CMHK-APV12697.xlsx                                 07-Jan-2023 09:05               17542
CMHK-APV12700.xlsx                                 07-Jan-2023 09:28               19096
CMHK-APV12717.xlsx                                 07-Jan-2023 08:54               14683
CMHK-APV12906.xlsx                                 07-Jan-2023 08:51               16977
CMHK-APV12909.xlsx                                 07-Jan-2023 08:54               14158
CMHK-APV12915.xlsx                                 07-Jan-2023 08:52               14167
CMHK-APV12920.xlsx                                 07-Jan-2023 08:50               14184
CMHK-APV12921.xlsx                                 07-Jan-2023 09:28               15647
CMHK-APV12925.xlsx                                 07-Jan-2023 08:54               15964
CMHK-APV12929.xlsx                                 07-Jan-2023 08:56               19275
CMHK-APV13234.xlsx                                 07-Jan-2023 09:29               13984
CMHK-APV13235.xlsx                                 07-Jan-2023 09:29               16108
CMHK-APV13294.xlsx                                 07-Jan-2023 08:54               15427
CMHK-APV13363.xlsx                                 07-Jan-2023 08:55               17030
CMHK-APV13366.xlsx                                 07-Jan-2023 09:27               18964
CMHK-APV13372.xlsx                                 07-Jan-2023 08:54               19904
CMHK-APV13373.xlsx                                 07-Jan-2023 08:57               20392
CMHK-APV13383.xlsx                                 07-Jan-2023 09:05               14353
CMHK-APV13386.xlsx                                 07-Jan-2023 09:27               13754
CMHK-APV13387.xlsx                                 07-Jan-2023 08:53               13855
CMHK-APV13388.xlsx                                 07-Jan-2023 09:05               18671
CMHK-APV13393.xlsx                                 07-Jan-2023 08:51               19582
CMHK-APV13676.xlsx                                 07-Jan-2023 08:56               15601
CMHK-APV13680.xlsx                                 07-Jan-2023 08:57               13751
CMHK-APV13684.xlsx                                 07-Jan-2023 08:52               15745
CMHK-APV13728.xlsx                                 07-Jan-2023 08:53               12710
CMHK-APV13753.xlsx                                 07-Jan-2023 09:29               18844
CMHK-APV13767.xlsx                                 07-Jan-2023 08:53               17278
CMHK-APV13776.xlsx                                 07-Jan-2023 08:53               13779
CMHK-APV13778.2.xlsx                               07-Jan-2023 08:54               15097
CMHK-APV13778.xlsx                                 07-Jan-2023 08:53               18292
CMHK-APV13779.xlsx                                 07-Jan-2023 09:03               17975
CMHK-APV13780.xlsx                                 07-Jan-2023 09:05               19413
CMm2G4GK3T9XHTMByeN2QI1OVUs[1].jpg                 07-Jan-2023 09:29               12415
COA - 2010.doc                                     07-Jan-2023 08:57               29696
COA - YEAR END (2011).doc                          07-Jan-2023 09:04               32768
COA - YEAR END (2012).doc                          07-Jan-2023 09:04               33280
COA - YEAR END (2013).doc                          07-Jan-2023 08:56               37888
COA - YEAR END (2014).doc                          07-Jan-2023 08:58               43520
COA - YEAR END (2016).doc                          07-Jan-2023 09:04               58368
COA - YEAR END Damage Mdse.  (2017).doc            07-Jan-2023 08:51               31232
COA - physical inventory (2009).odt                07-Jan-2023 08:57               12689
COA - physical inventory (2010).doc                07-Jan-2023 09:30               34816
COA - physical inventory (2010).docx               07-Jan-2023 09:30               15540
COA CHECKS FOR RELEASE AS OF APRIL 19, 2021.xlsx   07-Jan-2023 08:54               12375
COA FS 2005.doc                                    07-Jan-2023 08:51               26112
COA INSTALLMENT 2 PAYMENT APRIL & MAY 2021.xlsx    07-Jan-2023 08:57               54975
COA Merchandise Invty.doc                          07-Jan-2023 08:53              245760
COA STATUS- MEMO TO OCOO RE UPDATE OF PAYABLES ..> 07-Jan-2023 08:52               24581
COA STATUS- MEMO TO OCOO RE UPDATE OF PAYABLES ..> 07-Jan-2023 09:30               24416
COA STATUS- MEMO TO OCOO RE UPDATE OF PAYABLES ..> 07-Jan-2023 09:28               22692
COA submission of 2008 fin reports for AFR.doc     07-Jan-2023 09:03               26112
COAFTIvaluation.doc                                07-Jan-2023 09:04               22016
COAInvty.doc                                       07-Jan-2023 09:30              241152
CODTAG.doc                                         07-Jan-2023 08:57               19456
COLOMBO AUG.xlsx                                   07-Jan-2023 08:54               11879
COLOMBO DEC 2013.xlsx                              07-Jan-2023 09:29               14995
COLOMBO HOLDINGS CONF LETTER. FORMAT.xls           07-Jan-2023 08:53              168960
COLOMBO HOLDINGS NEW 6.10.19.xls                   07-Jan-2023 08:57               25600
COLOMBO HOLDINGS confirmation of Pay Out 3.25.2..> 07-Jan-2023 09:30              142848
COLOMBO HOLDINGS confirmation of Pay Out Jan 26..> 07-Jan-2023 08:58               32768
COLOMBO MANAGEMENT (HK) LTD..xlsx                  07-Jan-2023 08:53               63313
COLOMBO MGT  PAY OUT 1.29.21.xls                   07-Jan-2023 09:30               44032
COLOMBO MGT  PAY OUT 3.   .21.xlsx                 07-Jan-2023 08:52               28335
COLOMBO MGT  PAY OUT 3..xlsx                       07-Jan-2023 08:54               27708
COLOMBO MGT  PAY OUT 3.18.21.xlsx                  07-Jan-2023 08:53               28714
COLOMBO MGT  PAY OUT 3.25.21.xlsx                  07-Jan-2023 09:28              125016
COLOMBO MGT 12.14.20 PAY OUT.xls                   07-Jan-2023 08:54              136192
COLOMBO MGT CONF LETTER. FORMAT.xls                07-Jan-2023 09:27              182272
COLOMBO NEW FORMAT.xls                             07-Jan-2023 09:29              133632
COLOMBO- APRIL 2013.xlsx                           07-Jan-2023 09:30               14889
COLOMBO- APRIL 2014.xlsx                           07-Jan-2023 08:55               14703
COLOMBO- AUG 40 & 45.xlsx                          07-Jan-2023 09:28               11606
COLOMBO- AUG 55 & 56.xlsx                          07-Jan-2023 09:30               12717
COLOMBO- AUG 57.xlsx                               07-Jan-2023 09:05               10917
COLOMBO- AUGUST 2013.xlsx                          07-Jan-2023 09:06               15040
COLOMBO- AUGUST 2014.xlsx                          07-Jan-2023 09:28               27768
COLOMBO- FEB 2014.xlsx                             07-Jan-2023 08:53               12618
COLOMBO- JANUARY 2014.xlsx                         07-Jan-2023 08:53               15160
COLOMBO- JULY 2013.xlsx                            07-Jan-2023 08:52               14907
COLOMBO- JUNE 2013.xlsx                            07-Jan-2023 09:31               14968
COLOMBO- JUNE 2014.xlsx                            07-Jan-2023 09:27               14659
COLOMBO- MARCH 2014.xlsx                           07-Jan-2023 08:54               14914
COLOMBO- MAY 2013.xlsx                             07-Jan-2023 08:56               12607
COLOMBO- MAY 2014.xlsx                             07-Jan-2023 08:55               14825
COLOMBO- NOV 2013.xlsx                             07-Jan-2023 08:56               14892
COLOMBO- OCT 2013.xlsx                             07-Jan-2023 09:28               15004
COLOMBO- SEPT 2013.xlsx                            07-Jan-2023 09:29               12788
COLOMBO- SEPT 2014.xlsx                            07-Jan-2023 08:56               27974
COLOMBO- SEPT 22014.xlsx                           07-Jan-2023 08:53               12922
COLOMBO- SEPT 57.xlsx                              07-Jan-2023 08:53               11283
COLOMBO- SEPT40 & 45.xlsx                          07-Jan-2023 09:28               11721
COLOMBO.xlsx                                       07-Jan-2023 09:30               16431
CONCE POWER   April  to May 2022.xls               07-Jan-2023 08:55               41472
CONCE POWER   December to January 2022 new.xls     07-Jan-2023 09:04               44544
CONCE POWER   December to January 2022.xls         07-Jan-2023 08:51               44032
CONCE POWER   February to March 2022 new.xls       07-Jan-2023 09:30               40448
CONCE POWER   January to February 2022.xls         07-Jan-2023 09:29               40448
CONCE POWER   March  to April 2022.xls             07-Jan-2023 09:30               41984
CONCE POWER   May  to June 2022.xls                07-Jan-2023 08:58               45568
CONCE POWER   November to December 2021 new.xls    07-Jan-2023 08:57               43520
CONCE POWER  December to January 2021.xls          07-Jan-2023 08:54               40448
CONCE POWER  October to November 2021 new.xls      07-Jan-2023 09:27               40448
CONCE POWER April  to May 2021.xls                 07-Jan-2023 08:53               40448
CONCE POWER August  to September 2021.xls          07-Jan-2023 09:30               40960
CONCE POWER February to April 2021.xls             07-Jan-2023 08:54               40448
CONCE POWER January to February 2021.xls           07-Jan-2023 08:56               40448
CONCE POWER July  to August 2021new.xls            07-Jan-2023 09:05               40448
CONCE POWER June  to July 2021.xls                 07-Jan-2023 09:28               40448
CONCE POWER May  to June 2021.xls                  07-Jan-2023 08:51               39936
CONCE POWER September  to October 2021.xls         07-Jan-2023 08:54               40448
CONCERNS ELT AND SOD.docx                          07-Jan-2023 09:04               16080
CONCETAG.doc                                       07-Jan-2023 09:05               19456
CONDEMNED ATTACHMENTS.xlsx                         07-Jan-2023 09:28             6087853
CONDEMNED CDO.xlsx                                 07-Jan-2023 09:28               22094
CONDEMNED DI.xlsx                                  07-Jan-2023 08:51               41260
CONDEMNED.xlsx                                     07-Jan-2023 09:29               35538
CONFIRMED CHECKS 2021.xlsx                         07-Jan-2023 08:57               17630
CONSOLIDATED WHT 2014.xlsx                         07-Jan-2023 09:29              102126
CONTROL NUMBER.xlsx                                07-Jan-2023 09:27               15765
CORRECTION.CHECK.doc                               07-Jan-2023 08:52               17920
CORRECTION.doc                                     07-Jan-2023 09:03               17920
COS - Local Products - May, 2015.xlsx              07-Jan-2023 09:05               37806
COS . AOP 12.06.21 with table.docx                 07-Jan-2023 08:55              131950
COS . AOP 12.07.21 with table.docx                 07-Jan-2023 09:28              141405
COS . AOP 9.8.21 with table.docx                   07-Jan-2023 08:55              131972
COS 2018 AX Sales Report (DI-SO) Alice.xlsx        07-Jan-2023 08:53              548005
COS AOP NO.  6.2.21.docx                           07-Jan-2023 08:57              127253
COS LIST. AOP NO.      9.8.21.xlsx                 07-Jan-2023 09:30              305137
COS REPORT (DI) PER AX - MARCH, 2020 (A).xlsb      07-Jan-2023 09:29              217763
COS SAMPLE.xlsx                                    07-Jan-2023 08:51               69398
COS in MMS ALL CATEGORY.xlsx                       07-Jan-2023 08:55              158348
COS- APR 2014.xlsx                                 07-Jan-2023 08:55             1145000
COS- APR 2015.xlsx                                 07-Jan-2023 08:53              426335
COS- APR 2016.xlsx                                 07-Jan-2023 08:54              416103
COS- APR 2017.xlsx                                 07-Jan-2023 09:29              351460
COS- AUG 2014.xlsx                                 07-Jan-2023 09:29              570391
COS- AUG 2015.xlsx                                 07-Jan-2023 08:50              440465
COS- AUG 2016.xlsx                                 07-Jan-2023 08:51              408363
COS- AUG 2017.xlsx                                 07-Jan-2023 08:54              299143
COS- DEC 2014.xlsx                                 07-Jan-2023 09:06              682087
COS- DEC 2015.xlsx                                 07-Jan-2023 09:05              474967
COS- DEC 2016.xlsx                                 07-Jan-2023 09:27              441162
COS- DEC 2017.xlsx                                 07-Jan-2023 09:05              359864
COS- FEB 2014.xlsx                                 07-Jan-2023 08:52              699872
COS- FEB 2015.xlsx                                 07-Jan-2023 09:03              360073
COS- FEB 2017.xlsx                                 07-Jan-2023 09:30              344135
COS- GUIMARAS.xlsx                                 07-Jan-2023 08:57              460625
COS- JAN 2014.xlsx                                 07-Jan-2023 09:05             1190208
COS- JAN 2015.xlsx                                 07-Jan-2023 08:54              578655
COS- JAN 2016.xlsx                                 07-Jan-2023 08:54              493181
COS- JAN 2017.xlsx                                 07-Jan-2023 09:04              370059
COS- JAN 2018.xlsx                                 07-Jan-2023 08:55              245675
COS- JULY 2014.xlsx                                07-Jan-2023 09:05              124248
COS- JULY 2015.xlsx                                07-Jan-2023 08:53              574456
COS- JULY 2016.xlsx                                07-Jan-2023 08:52              433107
COS- JUN 2016.xlsx                                 07-Jan-2023 08:52              528210
COS- JUNE 2014 VER 2.0.xlsx                        07-Jan-2023 09:04              539077
COS- JUNE 2014.xlsx                                07-Jan-2023 09:27              129419
COS- JUNE 2015.xlsx                                07-Jan-2023 08:54              721169
COS- MAR 2014.xlsx                                 07-Jan-2023 08:52              660041
COS- MAR 2015.xlsx                                 07-Jan-2023 09:06              959403
COS- MAR 2016.xlsx                                 07-Jan-2023 08:53              412887
COS- MAR 2017.xlsx                                 07-Jan-2023 08:57              347623
COS- MAY 2014 VER 2.0.xlsx                         07-Jan-2023 09:29              479929
COS- MAY 2014.xlsx                                 07-Jan-2023 08:54              144024
COS- MAY 2015.xlsx                                 07-Jan-2023 08:51              738043
COS- MAY 2016.xlsx                                 07-Jan-2023 08:55              417576
COS- NOV 2014.xlsx                                 07-Jan-2023 08:51             1199510
COS- NOV 2015.xlsx                                 07-Jan-2023 08:54              646806
COS- NOV 2016.xlsx                                 07-Jan-2023 08:51              359368
COS- NOV 2017.xlsx                                 07-Jan-2023 09:31              299667
COS- OCT 2014.xlsx                                 07-Jan-2023 08:57              116486
COS- OCT 2015.xlsx                                 07-Jan-2023 09:30              746347
COS- OCT 2016.xlsx                                 07-Jan-2023 09:04              372367
COS- OCT 2017.xlsx                                 07-Jan-2023 08:55              282155
COS- SEPT 2014.xlsx                                07-Jan-2023 08:56              421105
COS- SEPT 2015.xlsx                                07-Jan-2023 08:52              429507
COS- SEPT 2017.xlsx                                07-Jan-2023 09:28              280172
COST OF SALE T1, T2, T3, FM STORE, RW & LAOAG.xlsx 07-Jan-2023 09:30              215720
COST OF SALES (102) BACOLOD ARRIVAL.xlsx           07-Jan-2023 08:58               29276
COST OF SALES (114, 115 & 116).xlsx                07-Jan-2023 09:31               88219
COST OF SALES (50) ILOILO STORE.xlsx               07-Jan-2023 08:57               43207
COST OF SALES (56) (57) (58) MACTAN.xlsx           07-Jan-2023 09:31              136196
COST OF SALES (58) WATERFRONT LAHUG.xlsx           07-Jan-2023 09:04               38610
COST OF SALES (95) 96).xlsx                        07-Jan-2023 08:51              168548
COST OF SALES (99) PALAWAN LRC MARKET MALL.xlsx    07-Jan-2023 08:54               46914
COST OF SALES LAGUINDINGAN (110) (111).xlsx        07-Jan-2023 08:53               23236
COUNTSHEET DEC 1-9.xlsx                            07-Jan-2023 09:30               59498
COVERING LETTER- LBP.LIST OF DFPC SUPPLIERS AND..> 07-Jan-2023 08:57               32256
CPF - CLARK-2.xlsx                                 07-Jan-2023 09:04             1914537
CPF -WFH.xlsx                                      07-Jan-2023 08:55               42496
CPF APEXFOOD APR 2021.xlsx                         07-Jan-2023 09:28               32033
CPF AUG AND SEPT 2016 CIAC.pdf                     07-Jan-2023 09:31               90924
CPF Calrk March 2021.xlsx                          07-Jan-2023 08:51               27223
CPF FMALL&LAHUG.ods                                07-Jan-2023 09:03             3572642
CPF NAIA T3 APEXFood.xlsx                          07-Jan-2023 08:51               39017
CPF Rose.xlsx                                      07-Jan-2023 09:30             5648870
CPF Summary 2019 and 2020.xlsx                     07-Jan-2023 09:28              171567
CPF- MACTAN Apr 2021.ods                           07-Jan-2023 09:05              396868
CPF- MACTAN- September, 2021.ods                   07-Jan-2023 08:53              409875
CPF- MACTAN.ods                                    07-Jan-2023 09:31              409791
CPF- NAIA.xlsx                                     07-Jan-2023 08:53             5975167
CREDIT CARD COMMISSION RATE.xlsx                   07-Jan-2023 08:53               10940
CSC JD APNon Trade ANALYST C.docx                  07-Jan-2023 09:03               15896
CUT-OFF DOCUMENTS FOR STORE AND WHSE. (2014).doc   07-Jan-2023 09:28               43520
Cache0000.bin                                      07-Jan-2023 09:04            16723980
Cache0001.bin                                      07-Jan-2023 08:56            16695308
Cache0002.bin                                      07-Jan-2023 08:57            16623628
CachedImage_1920_1080_POS0.jpg                     07-Jan-2023 09:30               54907
CalcCommands.xcu                                   07-Jan-2023 09:31               62170
Carlon Feb 2020.xlsx                               07-Jan-2023 08:58               90701
Cash Advance.xls                                   07-Jan-2023 09:05              465408
Cash Disbursement Journal JAN-APR2021.csv          07-Jan-2023 08:55              570607
Cash Disbursement Journal-APR-JUN2019.csv          07-Jan-2023 08:50              724561
Cash Disbursement Journal-APR-JUN2019.pdf          07-Jan-2023 08:55             1504697
Cash Disbursement Journal-APR-JUN2019.xlsx         07-Jan-2023 08:57              525127
Cash Disbursement Journal-JAN-MAR2019.csv          07-Jan-2023 08:58              708432
Cash Disbursement Journal-JAN-MAR2019.pdf          07-Jan-2023 08:51             1489301
Cash Disbursement Journal-JAN-MAR2019.xlsx         07-Jan-2023 09:29              516965
Cash Disbursement Journal-JUL-SEP2019.csv          07-Jan-2023 08:51              856212
Cash Disbursement Journal-JUL-SEP2019.pdf          07-Jan-2023 09:05             1677041
Cash Disbursement Journal-JUL-SEP2019.xlsx         07-Jan-2023 09:27              580705
Cash Disbursement Journal-OCT-DEC2019.csv          07-Jan-2023 09:29              836225
Cash Disbursement Journal-OCT-DEC2019.pdf          07-Jan-2023 09:05             1641406
Cash Disbursement Journal-OCT-DEC2019.xlsx         07-Jan-2023 08:50              567559
Cash Management.xlsx                               07-Jan-2023 08:54               59977
Cash Receipts Journal-JAN-DEC2019.csv              07-Jan-2023 08:53             1195116
Cash Receipts Journal-JAN-DEC2019.pdf              07-Jan-2023 08:54             1762083
Cash Receipts Journal-JAN-DEC2019.xlsx             07-Jan-2023 09:30              665200
Cebu.xlsx                                          07-Jan-2023 08:57               60806
Cert. of Gross Sales of GMR Apr 2021.docx          07-Jan-2023 09:27               15225
Cert. of Gross Sales of GMR April 2021.docx        07-Jan-2023 08:52               32504
Cert. of Gross Sales of GMR.docx                   07-Jan-2023 08:54               29711
Cert. of Gross Sales of GMR.odt                    07-Jan-2023 08:51               13584
Certificate of travel Completed- CDO.doc           07-Jan-2023 08:55               30720
Certificate of travel Completed-Clark.doc          07-Jan-2023 09:29               28160
Certificate of travel Completed-Davao.doc          07-Jan-2023 08:52               27648
Certificate of travel Completed-Emb.doc            07-Jan-2023 09:05               30208
Certificate of travel Completed-Kal.doc            07-Jan-2023 08:53               30208
Certificate of travel Completed-Pal.doc            07-Jan-2023 08:55               26624
Certificate of travel Completed-ilo-ilo bacolod..> 07-Jan-2023 09:05               27648
Certificate of travel Completed.docx               07-Jan-2023 09:28               12783
Certification - Kalibo.doc                         07-Jan-2023 08:52               29696
Certification BIR bookrate.doc                     07-Jan-2023 09:28               31232
Certification June Cycle Count.doc                 07-Jan-2023 09:31              240128
Certification for Petty Cash.docx                  07-Jan-2023 08:55               30605
Certification-Clark.doc                            07-Jan-2023 09:28               28160
Certification-Davao.doc                            07-Jan-2023 08:52               28160
Certification-Iloilo.doc                           07-Jan-2023 09:05               29184
Certification-iloilobacold.doc                     07-Jan-2023 08:56               28160
Charge Sales - Balance as of Dec.31, 2016.odt      07-Jan-2023 08:52               17150
Charge Sales Summary January 2020.xlsx             07-Jan-2023 09:29              109167
Charging Memo Sep 29,2016.xlsx                     07-Jan-2023 09:28               56813
ChargingMemoSep2015.xls                            07-Jan-2023 09:04              155648
CheckWhitelines.xlsx                               07-Jan-2023 08:54              122427
ChromeExtMalware.store                             07-Jan-2023 09:28              860817
CigTaxesJune2018.xlsx                              07-Jan-2023 08:54             3056376
Cigar 985 to 22.xlsx                               07-Jan-2023 08:52               69613
Cigarettes Adjusted 09_14_18.xlsx                  07-Jan-2023 09:28              627782
Cigarettes Ending Balance (as of November 15, 2..> 07-Jan-2023 08:54               18234
Citi Transactions 2019.xlsx                        07-Jan-2023 08:55              224376
Citi Transactions 2020.xlsx                        07-Jan-2023 08:52               82537
Citibank Intl.xlsx                                 07-Jan-2023 09:28              396490
Clark Arrival (114).xlsx                           07-Jan-2023 08:52               21509
Clark Pre Dep (115).xlsx                           07-Jan-2023 08:57               21305
Clark forward whse. (118).xlsx                     07-Jan-2023 08:57               29296
Clark114.xlsx                                      07-Jan-2023 08:52               10565
Clark115.xlsx                                      07-Jan-2023 08:57               11013
Clark118.xlsx                                      07-Jan-2023 09:29               10820
Closing rate-CS.odt                                07-Jan-2023 09:05               12425
Closing rate-IS.odt                                07-Jan-2023 08:53               12557
Coby.doc                                           07-Jan-2023 08:52               28672
Comments on Inventory Book 100919.xlsx             07-Jan-2023 08:55              250158
Comments on Inventory Book.xlsx                    07-Jan-2023 09:30              631751
Computer Tables - Returned.doc                     07-Jan-2023 08:55               33792
Consignment2014.xlsx                               07-Jan-2023 08:51             1717973
Consolidated Summary - Wht  2021.xlsx              07-Jan-2023 08:54              127671
Construction and Renovation of CR-HISTORY.doc      07-Jan-2023 09:06               30208
Coop Phy. Count of  BRAVO products.doc             07-Jan-2023 08:57               39424
Coop authorization.doc                             07-Jan-2023 08:57              248320
Cooperative BIR tel nos..xls                       07-Jan-2023 08:58               20480
Copy of  MAR 2019 AX Sales Report.xlsx             07-Jan-2023 08:55             1849881
Copy of (25) Blk & Gad June2016.xlsx               07-Jan-2023 09:06              139459
Copy of 116 DEPARTURE.xlsx                         07-Jan-2023 09:29               18612
Copy of 2012 Emergency Financial Assistance.xls    07-Jan-2023 08:51              659968
Copy of 2019 MATRICES - INVTY. SECTION.xlsx        07-Jan-2023 08:58               34489
Copy of 25FM14 REPORT.xlsx                         07-Jan-2023 08:58             1996645
Copy of 28.xlsx                                    07-Jan-2023 08:53              127616
Copy of 984WL14 FINAL revised.xlsx                 07-Jan-2023 09:30              543693
Copy of AUG 2019 AX Sales Report (DI-SO).xlsx      07-Jan-2023 08:55             1461296
Copy of BIR Breakdown 2020 - jedro (FINAL).xlsx    07-Jan-2023 09:28              441021
Copy of BIR Breakdown 2020 - jedro.xlsx            07-Jan-2023 09:28              433003
Copy of BIR Breakdown 2021 - FINAL.xlsx            07-Jan-2023 08:57              189884
Copy of Breakdown of CCO 2019.xlsx                 07-Jan-2023 09:28              237213
Copy of Breakdown of Opening Balance All Dept. ..> 07-Jan-2023 09:29            17625616
Copy of Breakdown of Opening Balance All Dept. ..> 07-Jan-2023 09:04             6694583
Copy of Breakdown of Opening Balance Whitelines..> 07-Jan-2023 08:53             7519751
Copy of Budget2016.xlsx                            07-Jan-2023 09:29               14358
Copy of CHECKS FOR RELEASE 5.5.21.xlsx             07-Jan-2023 09:30              890893
Copy of CIG ALL LOC.xlsx                           07-Jan-2023 09:29              577933
Copy of COST OF SALE T1, T2, T3, FM STORE, RW &..> 07-Jan-2023 08:55              219031
Copy of CPF - CLARK July, 2021.xlsx                07-Jan-2023 09:05             1936938
Copy of CPF- NAIA - September, 2021.xlsx           07-Jan-2023 08:57             6199939
Copy of CigTaxesJune2018.xlsx                      07-Jan-2023 08:57              325312
Copy of Cigarettes.xlsx                            07-Jan-2023 09:05              526583
Copy of Copy of Copy of LIST OF DFP WORKER'S CO..> 07-Jan-2023 09:28              506493
Copy of Copy of Edith DM Mactan T2 Dep Janitori..> 07-Jan-2023 08:54               30597
Copy of Copy of Monitoring JEV and DM 20191.xlsx   07-Jan-2023 08:52              267812
Copy of Copy of SAMPLE FORMAT OF BILLED SDA-SOI..> 07-Jan-2023 08:55               15497
Copy of Copy of UPDATED LIST OF DFP WORKER'S CO..> 07-Jan-2023 09:04              520434
Copy of Countsheet2015Stockroom1.xlsx              07-Jan-2023 09:30              467189
Copy of DESTRUCTION AND INSPECTION.xlsx            07-Jan-2023 09:28               91463
Copy of DFP DI Damage Mdse Lapsing Schedule 201..> 07-Jan-2023 09:06            10370815
Copy of DFP Direct Dmg Mdse- Per SKU 2018 (Fina..> 07-Jan-2023 08:52             5116448
Copy of DFPC- Statement of Financial Position 2..> 07-Jan-2023 09:05              147090
